OrderID,OrderDate,CustomerName,ProductName,Category,Quantity,Price
1103,12/8/2023,Rahul Mehta,Laptop,Electronics,5,45999
1104,6/29/2023,Rohit Gupta,Printer,Electronics,1,8999
1109,2/25/2023,Anjali Chauhan,Printer,Electronics,1,8999
1110,5/17/2023,Rohit Gupta,Mouse,Electronics,1,499
1111,9/22/2023,Rahul Mehta,Printer,Electronics,5,8999
1115,10/7/2023,Priya Singh,Mouse,Electronics,1,499
1116,11/4/2023,Priya Singh,Smartphone,Electronics,4,15999
1125,8/10/2023,Amit Sharma,Laptop,Electronics,3,45999
1126,2/21/2023,Neha Verma,Laptop,Electronics,5,45999
1128,10/18/2023,Amit Sharma,Headphones,Electronics,1,1299
1130,6/1/2023,Neha Verma,Mouse,Electronics,2,499
1134,7/11/2023,Amit Sharma,Smartphone,Electronics,3,15999
1135,11/22/2023,Rahul Mehta,Headphones,Electronics,5,1299
1137,1/2/2023,Priya Singh,Laptop,Electronics,3,45999
1138,12/4/2023,Amit Sharma,Laptop,Electronics,1,45999
1140,6/24/2023,Rohit Gupta,Printer,Electronics,5,8999
1142,2/9/2023,Rohit Gupta,Smartphone,Electronics,3,15999
1143,11/3/2023,Neha Verma,Printer,Electronics,4,8999
1144,10/27/2023,Neha Verma,Smartphone,Electronics,4,15999
1145,5/5/2023,Priya Singh,Smartphone,Electronics,4,15999
1147,10/8/2023,Anjali Chauhan,Smartphone,Electronics,4,15999
1150,12/16/2023,Rohit Gupta,Smartphone,Electronics,5,15999
1153,10/31/2023,Amit Sharma,Laptop,Electronics,2,45999
1155,5/6/2023,Priya Singh,Smartphone,Electronics,5,15999
1157,1/18/2023,Neha Verma,Laptop,Electronics,4,45999
1160,7/25/2023,Rahul Mehta,Smartphone,Electronics,1,15999
1162,5/31/2023,Neha Verma,Headphones,Electronics,1,1299
1163,7/24/2023,Amit Sharma,Mouse,Electronics,4,499
1164,3/19/2023,Priya Singh,Smartphone,Electronics,1,15999
1165,11/5/2023,Rohit Gupta,Smartphone,Electronics,3,15999
1170,4/12/2023,Rahul Mehta,Smartphone,Electronics,3,15999
1173,12/18/2023,Neha Verma,Mouse,Electronics,3,499
1176,3/17/2023,Anjali Chauhan,Mouse,Electronics,2,499
1178,8/30/2023,Rohit Gupta,Laptop,Electronics,3,45999
1180,5/9/2023,Rahul Mehta,Mouse,Electronics,5,499
1181,3/10/2023,Priya Singh,Laptop,Electronics,1,45999
1182,10/13/2023,Anjali Chauhan,Smartphone,Electronics,4,15999
1183,10/2/2023,Rahul Mehta,Laptop,Electronics,5,45999
1187,1/15/2023,Neha Verma,Mouse,Electronics,3,499
1190,10/28/2023,Rohit Gupta,Laptop,Electronics,2,45999
1193,10/10/2023,Rahul Mehta,Laptop,Electronics,5,45999
1196,9/11/2023,Priya Singh,Mouse,Electronics,2,499
1199,7/25/2023,Amit Sharma,Printer,Electronics,2,8999
1200,2/20/2023,Neha Verma,Headphones,Electronics,4,1299
1203,8/23/2023,Rahul Mehta,Laptop,Electronics,2,45999
1204,5/19/2023,Rohit Gupta,Smartphone,Electronics,4,15999
1207,4/15/2023,Amit Sharma,Smartphone,Electronics,5,15999
1208,3/8/2023,Neha Verma,Printer,Electronics,2,8999
1209,7/5/2023,Amit Sharma,Mouse,Electronics,2,499
1210,5/14/2023,Priya Singh,Mouse,Electronics,3,499
1212,10/30/2023,Rahul Mehta,Laptop,Electronics,3,45999
1213,10/26/2023,Anjali Chauhan,Printer,Electronics,5,8999
1214,8/23/2023,Priya Singh,Smartphone,Electronics,4,15999
1217,1/27/2023,Rahul Mehta,Mouse,Electronics,2,499
1223,5/9/2023,Rahul Mehta,Smartphone,Electronics,1,15999
1224,11/29/2023,Priya Singh,Headphones,Electronics,4,1299
1226,10/18/2023,Priya Singh,Printer,Electronics,2,8999
1230,9/23/2023,Rahul Mehta,Mouse,Electronics,1,499
1231,8/12/2023,Rahul Mehta,Smartphone,Electronics,2,15999
1232,7/16/2023,Anjali Chauhan,Mouse,Electronics,4,499
1234,8/5/2023,Neha Verma,Mouse,Electronics,2,499
1235,2/5/2023,Priya Singh,Printer,Electronics,4,8999
1237,9/5/2023,Anjali Chauhan,Mouse,Electronics,2,499
1238,9/18/2023,Amit Sharma,Smartphone,Electronics,4,15999
1240,7/3/2023,Neha Verma,Mouse,Electronics,4,499
1241,9/22/2023,Rahul Mehta,Headphones,Electronics,1,1299
1243,12/27/2023,Amit Sharma,Smartphone,Electronics,5,15999
1244,9/2/2023,Rahul Mehta,Smartphone,Electronics,5,15999
1245,9/28/2023,Rahul Mehta,Headphones,Electronics,3,1299
1249,2/25/2023,Priya Singh,Headphones,Electronics,4,1299
1256,2/16/2023,Rahul Mehta,Smartphone,Electronics,3,15999
1258,6/14/2023,Priya Singh,Headphones,Electronics,2,1299
1265,4/17/2023,Anjali Chauhan,Smartphone,Electronics,5,15999
1266,7/25/2023,Anjali Chauhan,Laptop,Electronics,4,45999
1267,4/6/2023,Rohit Gupta,Headphones,Electronics,5,1299
1268,2/27/2023,Amit Sharma,Headphones,Electronics,5,1299
1269,9/1/2023,Anjali Chauhan,Printer,Electronics,2,8999
1270,11/26/2023,Neha Verma,Mouse,Electronics,3,499
1273,4/17/2023,Anjali Chauhan,Laptop,Electronics,2,45999
1274,8/30/2023,Neha Verma,Printer,Electronics,1,8999
1277,4/11/2023,Neha Verma,Laptop,Electronics,3,45999
1278,4/29/2023,Rohit Gupta,Printer,Electronics,5,8999
1279,9/29/2023,Neha Verma,Laptop,Electronics,2,45999
1280,10/1/2023,Anjali Chauhan,Laptop,Electronics,5,45999
1281,5/5/2023,Amit Sharma,Printer,Electronics,5,8999
1283,10/26/2023,Amit Sharma,Printer,Electronics,4,8999
1284,6/20/2023,Rohit Gupta,Printer,Electronics,1,8999
1285,9/19/2023,Anjali Chauhan,Mouse,Electronics,1,499
1286,2/21/2023,Amit Sharma,Mouse,Electronics,4,499
1287,4/22/2023,Amit Sharma,Headphones,Electronics,4,1299
1290,6/10/2023,Amit Sharma,Smartphone,Electronics,5,15999
1291,10/2/2023,Rahul Mehta,Mouse,Electronics,4,499
1295,11/4/2023,Neha Verma,Laptop,Electronics,5,45999
1297,5/6/2023,Priya Singh,Headphones,Electronics,3,1299
1300,8/31/2023,Neha Verma,Smartphone,Electronics,2,15999
1302,3/1/2023,Anjali Chauhan,Laptop,Electronics,1,45999
1303,6/20/2023,Neha Verma,Laptop,Electronics,5,45999
1304,10/30/2023,Anjali Chauhan,Printer,Electronics,1,8999
1305,5/5/2023,Rohit Gupta,Smartphone,Electronics,4,15999
1306,12/19/2023,Priya Singh,Laptop,Electronics,4,45999
1308,7/17/2023,Anjali Chauhan,Smartphone,Electronics,3,15999
1312,9/8/2023,Neha Verma,Headphones,Electronics,2,1299
1313,4/27/2023,Priya Singh,Printer,Electronics,4,8999
1314,8/12/2023,Anjali Chauhan,Smartphone,Electronics,1,15999
1315,8/16/2023,Rahul Mehta,Smartphone,Electronics,4,15999
1319,6/29/2023,Anjali Chauhan,Headphones,Electronics,2,1299
1320,11/27/2023,Rohit Gupta,Printer,Electronics,3,8999
1321,6/12/2023,Priya Singh,Printer,Electronics,5,8999
1322,5/27/2023,Amit Sharma,Printer,Electronics,3,8999
1324,5/26/2023,Rahul Mehta,Laptop,Electronics,4,45999
1326,2/18/2023,Rohit Gupta,Printer,Electronics,5,8999
1329,5/23/2023,Neha Verma,Laptop,Electronics,3,45999
1330,12/8/2023,Anjali Chauhan,Smartphone,Electronics,2,15999
1331,7/2/2023,Neha Verma,Printer,Electronics,4,8999
1332,12/17/2023,Priya Singh,Headphones,Electronics,4,1299
1333,10/6/2023,Rahul Mehta,Smartphone,Electronics,5,15999
1336,8/13/2023,Rohit Gupta,Laptop,Electronics,5,45999
1338,7/12/2023,Priya Singh,Laptop,Electronics,4,45999
1339,9/8/2023,Amit Sharma,Printer,Electronics,1,8999
1340,8/16/2023,Rahul Mehta,Headphones,Electronics,3,1299
1341,2/15/2023,Rahul Mehta,Smartphone,Electronics,5,15999
1344,2/22/2023,Rahul Mehta,Headphones,Electronics,3,1299
1346,10/14/2023,Priya Singh,Smartphone,Electronics,2,15999
1350,10/25/2023,Rohit Gupta,Headphones,Electronics,2,1299
1351,6/12/2023,Rahul Mehta,Headphones,Electronics,5,1299
1352,7/26/2023,Amit Sharma,Laptop,Electronics,4,45999
1355,12/24/2023,Neha Verma,Mouse,Electronics,4,499
1358,1/19/2023,Neha Verma,Printer,Electronics,5,8999
1359,12/14/2023,Rahul Mehta,Headphones,Electronics,4,1299
1361,11/29/2023,Rohit Gupta,Printer,Electronics,2,8999
1363,8/15/2023,Rahul Mehta,Mouse,Electronics,4,499
1364,8/23/2023,Neha Verma,Mouse,Electronics,4,499
1366,7/2/2023,Anjali Chauhan,Headphones,Electronics,4,1299
1369,11/30/2023,Amit Sharma,Printer,Electronics,4,8999
1372,10/21/2023,Neha Verma,Printer,Electronics,4,8999
1373,5/5/2023,Rohit Gupta,Smartphone,Electronics,2,15999
1374,10/15/2023,Neha Verma,Smartphone,Electronics,5,15999
1379,10/25/2023,Anjali Chauhan,Smartphone,Electronics,2,15999
1385,11/8/2023,Anjali Chauhan,Laptop,Electronics,4,45999
1386,8/6/2023,Rohit Gupta,Laptop,Electronics,4,45999
1388,7/31/2023,Neha Verma,Headphones,Electronics,1,1299
1390,8/21/2023,Anjali Chauhan,Printer,Electronics,5,8999
1392,12/29/2023,Rohit Gupta,Printer,Electronics,4,8999
1395,5/29/2023,Amit Sharma,Mouse,Electronics,4,499
1397,5/10/2023,Rahul Mehta,Smartphone,Electronics,3,15999
1400,4/18/2023,Rohit Gupta,Headphones,Electronics,2,1299
1405,7/30/2023,Priya Singh,Smartphone,Electronics,5,15999
1409,3/25/2023,Anjali Chauhan,Headphones,Electronics,3,1299
1411,12/7/2023,Amit Sharma,Printer,Electronics,4,8999
1412,1/3/2023,Priya Singh,Printer,Electronics,1,8999
1414,12/20/2023,Priya Singh,Headphones,Electronics,4,1299
1415,2/4/2023,Priya Singh,Laptop,Electronics,3,45999
1418,12/19/2023,Amit Sharma,Mouse,Electronics,4,499
1420,9/10/2023,Neha Verma,Headphones,Electronics,1,1299
1426,5/14/2023,Rahul Mehta,Smartphone,Electronics,5,15999
1427,1/7/2023,Neha Verma,Laptop,Electronics,3,45999
1429,3/31/2023,Rohit Gupta,Mouse,Electronics,5,499
1430,3/29/2023,Rahul Mehta,Laptop,Electronics,5,45999
1432,2/28/2023,Rahul Mehta,Laptop,Electronics,2,45999
1433,3/12/2023,Anjali Chauhan,Mouse,Electronics,5,499
1434,10/28/2023,Amit Sharma,Mouse,Electronics,1,499
1435,7/3/2023,Anjali Chauhan,Printer,Electronics,3,8999
1436,2/6/2023,Neha Verma,Laptop,Electronics,2,45999
1437,12/19/2023,Priya Singh,Printer,Electronics,1,8999
1441,6/12/2023,Rohit Gupta,Mouse,Electronics,3,499
1442,11/8/2023,Neha Verma,Laptop,Electronics,4,45999
1443,1/30/2023,Rohit Gupta,Mouse,Electronics,2,499
1444,3/14/2023,Anjali Chauhan,Printer,Electronics,4,8999
1446,2/10/2023,Amit Sharma,Smartphone,Electronics,4,15999
1448,12/28/2023,Neha Verma,Headphones,Electronics,1,1299
1449,7/12/2023,Rohit Gupta,Smartphone,Electronics,4,15999
1452,8/13/2023,Priya Singh,Laptop,Electronics,4,45999
1453,4/29/2023,Amit Sharma,Laptop,Electronics,5,45999
1455,2/23/2023,Amit Sharma,Headphones,Electronics,1,1299
1457,1/1/2023,Rohit Gupta,Headphones,Electronics,1,1299
1462,6/29/2023,Priya Singh,Smartphone,Electronics,3,15999
1463,2/17/2023,Priya Singh,Smartphone,Electronics,3,15999
1468,8/19/2023,Anjali Chauhan,Printer,Electronics,1,8999
1469,12/18/2023,Rahul Mehta,Smartphone,Electronics,4,15999
1470,2/21/2023,Priya Singh,Printer,Electronics,5,8999
1473,1/23/2023,Anjali Chauhan,Headphones,Electronics,3,1299
1474,6/4/2023,Anjali Chauhan,Printer,Electronics,4,8999
1475,2/3/2023,Priya Singh,Mouse,Electronics,5,499
1478,10/11/2023,Rahul Mehta,Printer,Electronics,1,8999
1479,12/30/2023,Rohit Gupta,Printer,Electronics,5,8999
1481,3/4/2023,Priya Singh,Laptop,Electronics,1,45999
1483,10/26/2023,Neha Verma,Printer,Electronics,1,8999
1484,4/15/2023,Rohit Gupta,Laptop,Electronics,3,45999
1487,6/19/2023,Amit Sharma,Mouse,Electronics,3,499
1489,9/10/2023,Anjali Chauhan,Laptop,Electronics,2,45999
1491,6/14/2023,Rahul Mehta,Printer,Electronics,4,8999
1493,2/19/2023,Anjali Chauhan,Laptop,Electronics,1,45999
1494,10/23/2023,Rahul Mehta,Headphones,Electronics,2,1299
1501,2/26/2023,Anjali Chauhan,Headphones,Electronics,2,1299
1502,9/29/2023,Neha Verma,Smartphone,Electronics,4,15999
1506,10/3/2023,Anjali Chauhan,Printer,Electronics,4,8999
1507,10/29/2023,Amit Sharma,Printer,Electronics,4,8999
1509,4/12/2023,Neha Verma,Mouse,Electronics,1,499
1510,11/10/2023,Rohit Gupta,Smartphone,Electronics,1,15999
1511,3/24/2023,Anjali Chauhan,Printer,Electronics,5,8999
1512,2/25/2023,Neha Verma,Headphones,Electronics,3,1299
1515,8/7/2023,Rahul Mehta,Smartphone,Electronics,4,15999
1519,4/5/2023,Rohit Gupta,Laptop,Electronics,4,45999
1522,4/23/2023,Rohit Gupta,Printer,Electronics,3,8999
1523,10/29/2023,Amit Sharma,Printer,Electronics,2,8999
1524,9/5/2023,Priya Singh,Headphones,Electronics,4,1299
1526,10/2/2023,Rahul Mehta,Smartphone,Electronics,5,15999
1527,2/23/2023,Rahul Mehta,Headphones,Electronics,4,1299
1530,11/19/2023,Neha Verma,Mouse,Electronics,2,499
1531,9/28/2023,Amit Sharma,Mouse,Electronics,3,499
1532,9/6/2023,Neha Verma,Printer,Electronics,4,8999
1534,10/18/2023,Neha Verma,Printer,Electronics,5,8999
1535,12/25/2023,Anjali Chauhan,Mouse,Electronics,3,499
1540,8/22/2023,Priya Singh,Laptop,Electronics,3,45999
1542,12/2/2023,Priya Singh,Smartphone,Electronics,2,15999
1550,8/2/2023,Rohit Gupta,Mouse,Electronics,3,499
1553,3/10/2023,Neha Verma,Headphones,Electronics,4,1299
1554,8/17/2023,Neha Verma,Printer,Electronics,3,8999
1555,3/6/2023,Anjali Chauhan,Printer,Electronics,5,8999
1557,10/22/2023,Amit Sharma,Mouse,Electronics,2,499
1559,2/17/2023,Priya Singh,Laptop,Electronics,3,45999
1560,9/18/2023,Priya Singh,Laptop,Electronics,1,45999
1561,4/27/2023,Rohit Gupta,Laptop,Electronics,2,45999
1563,2/19/2023,Rahul Mehta,Laptop,Electronics,1,45999
1565,12/16/2023,Priya Singh,Printer,Electronics,2,8999
1567,3/14/2023,Amit Sharma,Headphones,Electronics,3,1299
1568,12/16/2023,Amit Sharma,Mouse,Electronics,5,499
1569,9/10/2023,Priya Singh,Smartphone,Electronics,5,15999
1573,7/13/2023,Neha Verma,Mouse,Electronics,5,499
1574,8/29/2023,Amit Sharma,Smartphone,Electronics,5,15999
1575,8/18/2023,Anjali Chauhan,Headphones,Electronics,4,1299
1578,4/9/2023,Anjali Chauhan,Smartphone,Electronics,1,15999
1584,2/27/2023,Anjali Chauhan,Headphones,Electronics,3,1299
1586,7/23/2023,Neha Verma,Printer,Electronics,1,8999
1589,12/19/2023,Rohit Gupta,Smartphone,Electronics,2,15999
1591,12/18/2023,Rahul Mehta,Smartphone,Electronics,2,15999
1592,2/11/2023,Neha Verma,Mouse,Electronics,2,499
1594,6/3/2023,Amit Sharma,Smartphone,Electronics,5,15999
1595,4/10/2023,Rohit Gupta,Headphones,Electronics,3,1299
1597,1/18/2023,Rahul Mehta,Laptop,Electronics,5,45999
1598,8/20/2023,Anjali Chauhan,Mouse,Electronics,2,499
1599,6/16/2023,Amit Sharma,Smartphone,Electronics,5,15999
1600,5/2/2023,Rahul Mehta,Laptop,Electronics,5,45999
1603,4/25/2023,Rahul Mehta,Smartphone,Electronics,3,15999
1604,4/5/2023,Priya Singh,Smartphone,Electronics,1,15999
1606,6/15/2023,Amit Sharma,Headphones,Electronics,5,1299
1607,3/23/2023,Rahul Mehta,Mouse,Electronics,1,499
1611,11/29/2023,Anjali Chauhan,Mouse,Electronics,1,499
1614,3/25/2023,Rahul Mehta,Smartphone,Electronics,3,15999
1618,5/7/2023,Rahul Mehta,Headphones,Electronics,5,1299
1622,7/23/2023,Priya Singh,Headphones,Electronics,4,1299
1623,3/4/2023,Rahul Mehta,Printer,Electronics,5,8999
1624,8/16/2023,Neha Verma,Smartphone,Electronics,5,15999
1625,3/18/2023,Anjali Chauhan,Mouse,Electronics,4,499
1627,12/7/2023,Amit Sharma,Smartphone,Electronics,3,15999
1628,11/27/2023,Anjali Chauhan,Smartphone,Electronics,2,15999
1634,10/9/2023,Neha Verma,Printer,Electronics,2,8999
1635,9/11/2023,Priya Singh,Laptop,Electronics,5,45999
1636,12/12/2023,Rahul Mehta,Laptop,Electronics,5,45999
1637,4/29/2023,Priya Singh,Mouse,Electronics,2,499
1640,12/25/2023,Rahul Mehta,Printer,Electronics,3,8999
1642,6/4/2023,Anjali Chauhan,Smartphone,Electronics,4,15999
1643,12/22/2023,Anjali Chauhan,Mouse,Electronics,3,499
1645,8/28/2023,Neha Verma,Laptop,Electronics,3,45999
1646,4/13/2023,Neha Verma,Mouse,Electronics,2,499
1647,9/10/2023,Amit Sharma,Printer,Electronics,5,8999
1648,1/14/2023,Amit Sharma,Printer,Electronics,4,8999
1650,3/26/2023,Neha Verma,Smartphone,Electronics,5,15999
1651,10/23/2023,Amit Sharma,Printer,Electronics,1,8999
1654,5/9/2023,Amit Sharma,Mouse,Electronics,4,499
1656,4/25/2023,Amit Sharma,Mouse,Electronics,3,499
1657,7/5/2023,Rohit Gupta,Mouse,Electronics,2,499
1658,8/28/2023,Priya Singh,Smartphone,Electronics,5,15999
1660,6/15/2023,Priya Singh,Printer,Electronics,2,8999
1661,10/27/2023,Anjali Chauhan,Smartphone,Electronics,4,15999
1663,4/4/2023,Anjali Chauhan,Laptop,Electronics,2,45999
1665,1/28/2023,Priya Singh,Smartphone,Electronics,2,15999
1668,9/25/2023,Rahul Mehta,Headphones,Electronics,2,1299
1669,3/27/2023,Rahul Mehta,Headphones,Electronics,3,1299
1670,4/25/2023,Rohit Gupta,Headphones,Electronics,2,1299
1671,12/20/2023,Anjali Chauhan,Mouse,Electronics,1,499
1678,4/24/2023,Priya Singh,Laptop,Electronics,5,45999
1679,3/28/2023,Amit Sharma,Laptop,Electronics,2,45999
1680,7/25/2023,Priya Singh,Laptop,Electronics,2,45999
1682,10/25/2023,Amit Sharma,Mouse,Electronics,1,499
1683,10/30/2023,Priya Singh,Mouse,Electronics,4,499
1685,7/29/2023,Rahul Mehta,Laptop,Electronics,1,45999
1686,1/27/2023,Rohit Gupta,Mouse,Electronics,4,499
1688,11/23/2023,Priya Singh,Printer,Electronics,5,8999
1691,11/4/2023,Priya Singh,Laptop,Electronics,4,45999
1692,12/6/2023,Rahul Mehta,Laptop,Electronics,2,45999
1693,9/25/2023,Priya Singh,Mouse,Electronics,3,499
1697,12/12/2023,Priya Singh,Printer,Electronics,5,8999
1698,10/12/2023,Neha Verma,Printer,Electronics,4,8999
1702,11/24/2023,Priya Singh,Printer,Electronics,4,8999
1707,1/7/2023,Priya Singh,Smartphone,Electronics,1,15999
1709,5/4/2023,Neha Verma,Smartphone,Electronics,1,15999
1711,11/8/2023,Amit Sharma,Headphones,Electronics,5,1299
1713,2/22/2023,Rahul Mehta,Mouse,Electronics,2,499
1717,6/19/2023,Priya Singh,Laptop,Electronics,1,45999
1720,1/23/2023,Anjali Chauhan,Laptop,Electronics,2,45999
1724,1/27/2023,Anjali Chauhan,Headphones,Electronics,2,1299
1726,8/26/2023,Neha Verma,Headphones,Electronics,4,1299
1729,2/1/2023,Neha Verma,Mouse,Electronics,1,499
1730,9/29/2023,Priya Singh,Printer,Electronics,2,8999
1731,9/6/2023,Amit Sharma,Printer,Electronics,2,8999
1732,10/24/2023,Amit Sharma,Laptop,Electronics,1,45999
1733,9/20/2023,Neha Verma,Headphones,Electronics,3,1299
1737,2/27/2023,Rahul Mehta,Headphones,Electronics,3,1299
1738,8/6/2023,Rohit Gupta,Printer,Electronics,4,8999
1740,5/26/2023,Amit Sharma,Mouse,Electronics,4,499
1741,6/5/2023,Anjali Chauhan,Headphones,Electronics,2,1299
1742,10/6/2023,Amit Sharma,Headphones,Electronics,1,1299
1748,9/10/2023,Neha Verma,Laptop,Electronics,3,45999
1749,6/24/2023,Neha Verma,Laptop,Electronics,5,45999
1752,3/13/2023,Anjali Chauhan,Laptop,Electronics,5,45999
1753,8/6/2023,Priya Singh,Smartphone,Electronics,4,15999
1756,11/18/2023,Priya Singh,Headphones,Electronics,4,1299
1758,8/8/2023,Neha Verma,Smartphone,Electronics,3,15999
1759,3/19/2023,Rahul Mehta,Printer,Electronics,2,8999
1761,7/15/2023,Priya Singh,Laptop,Electronics,4,45999
1762,7/16/2023,Amit Sharma,Headphones,Electronics,3,1299
1763,12/18/2023,Amit Sharma,Headphones,Electronics,3,1299
1764,4/17/2023,Priya Singh,Printer,Electronics,3,8999
1766,11/26/2023,Priya Singh,Laptop,Electronics,5,45999
1767,5/28/2023,Neha Verma,Mouse,Electronics,1,499
1768,7/12/2023,Neha Verma,Smartphone,Electronics,3,15999
1773,9/28/2023,Neha Verma,Mouse,Electronics,2,499
1776,7/31/2023,Anjali Chauhan,Headphones,Electronics,5,1299
1777,11/26/2023,Amit Sharma,Printer,Electronics,3,8999
1778,2/20/2023,Neha Verma,Laptop,Electronics,5,45999
1779,8/21/2023,Anjali Chauhan,Headphones,Electronics,5,1299
1784,12/31/2023,Anjali Chauhan,Mouse,Electronics,2,499
1785,9/12/2023,Rohit Gupta,Smartphone,Electronics,4,15999
1787,6/7/2023,Neha Verma,Laptop,Electronics,5,45999
1788,7/10/2023,Rohit Gupta,Headphones,Electronics,4,1299
1789,5/24/2023,Priya Singh,Headphones,Electronics,3,1299
1790,7/24/2023,Neha Verma,Laptop,Electronics,5,45999
1792,5/14/2023,Anjali Chauhan,Laptop,Electronics,5,45999
1793,10/13/2023,Anjali Chauhan,Headphones,Electronics,3,1299
1797,12/3/2023,Rahul Mehta,Headphones,Electronics,3,1299
1798,4/29/2023,Priya Singh,Headphones,Electronics,5,1299
1802,12/19/2023,Rohit Gupta,Laptop,Electronics,1,45999
1804,3/22/2023,Rahul Mehta,Laptop,Electronics,5,45999
1808,7/27/2023,Anjali Chauhan,Headphones,Electronics,4,1299
1814,10/28/2023,Amit Sharma,Smartphone,Electronics,2,15999
1816,1/14/2023,Amit Sharma,Laptop,Electronics,2,45999
1818,9/18/2023,Neha Verma,Laptop,Electronics,1,45999
1820,7/20/2023,Rahul Mehta,Laptop,Electronics,1,45999
1822,8/16/2023,Neha Verma,Laptop,Electronics,2,45999
1825,1/15/2023,Anjali Chauhan,Laptop,Electronics,4,45999
1827,5/20/2023,Priya Singh,Headphones,Electronics,1,1299
1828,6/4/2023,Rahul Mehta,Smartphone,Electronics,4,15999
1829,12/1/2023,Rohit Gupta,Headphones,Electronics,3,1299
1831,8/14/2023,Anjali Chauhan,Laptop,Electronics,4,45999
1833,7/23/2023,Amit Sharma,Laptop,Electronics,3,45999
1834,12/22/2023,Anjali Chauhan,Printer,Electronics,3,8999
1835,1/19/2023,Neha Verma,Headphones,Electronics,4,1299
1836,4/15/2023,Anjali Chauhan,Printer,Electronics,1,8999
1837,6/13/2023,Neha Verma,Smartphone,Electronics,3,15999
1838,2/20/2023,Rahul Mehta,Mouse,Electronics,4,499
1840,1/12/2023,Rahul Mehta,Mouse,Electronics,3,499
1841,11/28/2023,Rohit Gupta,Laptop,Electronics,2,45999
1843,9/8/2023,Rohit Gupta,Mouse,Electronics,4,499
1845,12/26/2023,Anjali Chauhan,Laptop,Electronics,4,45999
1846,4/3/2023,Priya Singh,Headphones,Electronics,5,1299
1849,10/14/2023,Amit Sharma,Smartphone,Electronics,3,15999
1851,1/28/2023,Rohit Gupta,Printer,Electronics,4,8999
1852,8/4/2023,Priya Singh,Laptop,Electronics,4,45999
1853,7/23/2023,Amit Sharma,Smartphone,Electronics,1,15999
1854,12/5/2023,Anjali Chauhan,Printer,Electronics,3,8999
1855,5/1/2023,Priya Singh,Headphones,Electronics,4,1299
1857,4/4/2023,Neha Verma,Mouse,Electronics,1,499
1858,8/24/2023,Rohit Gupta,Smartphone,Electronics,2,15999
1859,4/6/2023,Rohit Gupta,Mouse,Electronics,4,499
